Option Name,Contact,Address,Size_1Bedroom,Size_2Bedrooms,Rent,Rent_1Bedroom,Rent_2Bedrooms,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
[Pecos Gardens Apartments](https://www.apartments.com/pecos-gardens-apartments-denver-co/gxwl8wy/),844-475-6196,"[7479-7549 Pecos St, Denver, CO 80221](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/7479-7549+Pecos+St,+Denver,+CO+80221/data=!4m2!4m1!3e2)",575 Sq Ft,925 Sq Ft,"$900 - 1,325",900,1325,Pets Negotiable,20.0 mi,22 mins,Surface Lot 1 space; Assigned Parking. Permit only,,* Dishwasher * Disposal * Eat-in Kitchen * Kitchen * Refrigerator,* $100 leasing admin fee * $65 utility fee,* High Speed Internet Access * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready,* Walk-In Closets,1 year,* Laundry Facilities * Controlled Access * Property Manager on Site,* Built in 1966 * 54 Units/2 Stories,,
[Christopher Village](https://www.apartments.com/christopher-village-louisville-co/kb1pr99/),844-663-3060,"[1015-1035 S Boulder Rd, Louisville, CO 80027](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1015-1035+S+Boulder+Rd,+Louisville,+CO+80027/data=!4m2!4m1!3e2)",600 Sq Ft,900 Sq Ft,"$1,195 - 1,650",1195-1395,1495-1650,Dogs Allowed With Approval  * $250 Deposit * $30 Monthly Pet Rent * 1 Pet Limit,3.25 mi,8 mins,Surface Lot 1 space. Free,* Walking/Biking Trails,* Dishwasher * Disposal * Pantry * Kitchen * Oven * Range * Refrigerator * Freezer,* Abundant Free Off Street Parking * Coin Operated Laundry In Each Building.,* High Speed Internet Access * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Satellite TV * Storage Units * Tub/Shower * Fireplace * Intercom,* Hardwood Floors * Carpet * Tile Floors * Vinyl Flooring * Vaulted Ceiling * Skylight * Walk-In Closets * Linen Closet * Double Pane Windows,12,* Laundry Facilities * Controlled Access * Property Manager on Site * Recycling * Public Transportation,* Built in 1985 * 64 Units/3 Stories,* Storage Space,* Fenced Lot * Picnic Area * Balcony * Patio * Deck * Lawn
[Sterling Apartments](https://www.apartments.com/sterling-apartments-boulder-co/4qn5qxh/),844-831-7541,"[2985 E Aurora Ave, Boulder, CO 80303](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/2985+E+Aurora+Ave,+Boulder,+CO+80303/data=!4m2!4m1!3e2)",,810 - 812 Sq Ft,"$652 - 2,754",,,No Pets Allowed,1.2000000000000002 mi,5 mins,Surface Lot: $75 1 space; Assigned Parking. Reserved Dedicated Space,* Fitness Center * Spa * Pool * Bike Storage * Basketball Court * Gameroom,* Dishwasher * Disposal * Ice Maker * Granite Countertops * Stainless Steel Appliances * Island Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,,* High Speed Internet Access * Wi-Fi * Washer/Dryer * Air Conditioning * Heating * Cable Ready * Security System * Tub/Shower * Fireplace * Handrails * Framed Mirrors * Wheelchair Accessible (Rooms),* Hardwood Floors * Tile Floors * Built-In Bookshelves * Views,12 Months,* Package Service * Wi-Fi at Pool and Clubhouse * Laundry Facilities * Controlled Access * Maintenance on site * Property Manager on Site * Security System * Video Patrol * 24 Hour Availability * Recycling * Planned Social Activities,* Built in 1961 * Renovated in Jan 2016 * 96 Units/4 Stories,* Business Center * Clubhouse * Lounge * Multi Use Room * Conference Room,* Gated * Sundeck * Courtyard * Grill * Picnic Area * Lawn
[Plaza On Broadway](https://www.apartments.com/plaza-on-broadway-boulder-co/ypkvdev/),970-295-4607,"[955 Broadway St, Boulder, CO 80302](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/955+Broadway+St,+Boulder,+CO+80302/data=!4m2!4m1!3e2)",,,"$1,425 ",,,No Pets Allowed,1.9000000000000001 mi,8 mins,Garage: $110 1 space.,* Fitness Center * Bike Storage * Walking/Biking Trails,* Dishwasher * Disposal * Stainless Steel Appliances * Pantry * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer * Instant Hot Water,,* High Speed Internet Access * Wi-Fi * Washer/Dryer * Air Conditioning * Heating * Smoke Free * Cable Ready * Storage Units * Tub/Shower * Sprinkler System,* Hardwood Floors * Carpet * Vinyl Flooring * Walk-In Closets * Window Coverings,,* Package Service * Community-Wide WiFi * Laundry Facilities * Controlled Access * Maintenance on site * Property Manager on Site * Security System * Recycling * Online Services * Public Transportation,* Built in 2013 * 39 Units/3 Stories,* Elevator * Clubhouse * Lounge * Storage Space,* Gated * Courtyard
[Sandalwood Apartments](https://www.apartments.com/sandalwood-apartments-broomfield-co/v67y7ng/),844-817-3765,"[170-290 Marble St, Broomfield, CO 80020](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/170-290+Marble+St,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",500 - 550 Sq Ft,800 Sq Ft,"$995 - 1,195",995,1105-1195,No Pets Allowed,12.75 mi,17 mins,Surface Lot Assigned Parking. Parking Available,,* Dishwasher * Disposal * Kitchen * Oven * Range * Refrigerator,,* High Speed Internet Access * Air Conditioning * Ceiling Fans * Smoke Free * Cable Ready,* Carpet,12 Month Leases,* Laundry Facilities * Property Manager on Site,* Built in 1968 * 104 Units/3 Stories,,
[The Hive Baseline](https://www.apartments.com/the-hive-baseline-boulder-co/8x7qnw3/),844-535-6377,"[2726 Moorhead Ave, Boulder, CO 80305](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/2726+Moorhead+Ave,+Boulder,+CO+80305/data=!4m2!4m1!3e2)",434 - 480 Sq Ft,927 Sq Ft,"$1,665 - 2,650",1665-1800,2070-2650,Dogs and Cats Allowed: No Aggressive Breeds 3 pets maximum per household. Deposit and one-time fee are the same for 1-3 pet(s). $50 pet rent PER dog and $35 pet rent PER cat.  * $150 Deposit * $50 Monthly Pet Rent * $250 Fee * 80 lb Weight Limit * 3 Pet Limit,1.7 mi,7 mins,Surface Lot: $50 1 space.,* Pool * Bike Storage,* Dishwasher * Disposal * Ice Maker * Stainless Steel Appliances * Pantry * Eat-in Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer * Breakfast Nook,* Air Conditioning * Ceilling Fans in 1 Bedroom homes * Easy Access US-36 & CO-93 * Fully-Equipped Kitchen * Gas Fireplace * Heated Pool & Off-Leash Dog Park * Hike or Bike at Chataqua Park * Hike or Bike at Chautauqua Park * Large Closets * Mountain Views * Near CU Bike Share * Near Whole Foods and Restaurants * Off Leash Dog Park * Package Service * Private Balcony with Storage * Recently Renovated * Stackable Washer and Dryer in home * Townhome Style Living in select homes * Updater Moving Partner * Vaulted Ceilings in 1 Bedroom homes * Vinyl Wood Plank Flooring * Walk to University of CO Boulder,* Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Storage Units * Tub/Shower * Fireplace * Handrails * Sprinkler System,* Vinyl Flooring * Dining Room * Office * Den * Vaulted Ceiling * Views * Walk-In Closets * Linen Closet * Window Coverings * Large Bedrooms,6 - 12 Month Leases,* Package Service * Wi-Fi at Pool and Clubhouse * Maintenance on site * Property Manager on Site * Recycling * Renters Insurance Program * Online Services * Composting * Planned Social Activities * Health Club Discount * Pet Care * Pet Play Area * Public Transportation,* Built in 1993 * 144 Units/3 Stories,* Clubhouse * Breakfast/Coffee Concierge * Storage Space,* Sundeck * Grill * Balcony * Patio * Grill
[325 N Columbine St Unit D](https://www.apartments.com/325-n-columbine-st-golden-co-unit-d/bntwmfb/),720-739-4963,"[325 N Columbine St, Golden, CO 80403](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/325+N+Columbine+St,+Golden,+CO+80403/data=!4m2!4m1!3e2)",,,"$2,990 ",,,Dogs and Cats Allowed,20.0 mi,30 mins,Covered,,* Dishwasher,,* Washer/Dryer Hookup,,12 Months,,,,
[802 5th St](https://www.apartments.com/802-5th-st-golden-co/jvh2vc6/),844-357-5955,"[802 5th St, Golden, CO 80403](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/802+5th+St,+Golden,+CO+80403/data=!4m2!4m1!3e2)",,806 Sq Ft,"$1,640 ",,1640,Dogs and Cats Allowed,20.3 mi,30 mins,Other,,,,* Washer/Dryer,* Carpet * Dining Room,12 Months,* Laundry Facilities,,,* Patio
[725 35th St](https://www.apartments.com/725-35th-st-boulder-co/t4lq82c/),833-682-9504,"[725 35th St, Boulder, CO 80303](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/725+35th+St,+Boulder,+CO+80303/data=!4m2!4m1!3e2)",,,"$2,800 ",,,No Pets Allowed,1.5 mi,5 mins,Garage,,* Pantry * Kitchen * Oven * Refrigerator,,* Washer/Dryer * Smoke Free,* Carpet * Attic * Linen Closet,12 Months,,,,* Lawn
[245 Marble St Unit 301](https://www.apartments.com/245-marble-st-broomfield-co-unit-301/cm55ykf/),720-388-6498,"[245 Marble St, Broomfield, CO 80020](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/245+Marble+St,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",667 Sq Ft,,$975 ,975,,No Pets Allowed,12.75 mi,17 mins,Surface Lot,,,,* Smoke Free,,12 Months,* Laundry Facilities,,,
[1800 Pearl St Unit 0](https://www.apartments.com/1800-pearl-st-boulder-co-unit-0/t4z35tc/),720-445-4341,"[1800 Pearl St, Boulder, CO 80302](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1800+Pearl+St,+Boulder,+CO+80302/data=!4m2!4m1!3e2)",,,"$1,750 ",,,Dogs and Cats Allowed,1.0 mi,5 mins,Covered,,* Kitchen,,* Smoke Free * Fireplace,* Hardwood Floors,12 Month,* Laundry Facilities,,,
[2805 W 52nd Ave](https://www.apartments.com/2805-w-52nd-ave-denver-co/6qm40dv/),,"[2805 W 52nd Ave, Denver, CO 80221](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/2805+W+52nd+Ave,+Denver,+CO+80221/data=!4m2!4m1!3e2)",,"1,300 Sq Ft","$2,400 ",,2400,Dogs Allowed,22.0 mi,28 mins,Garage,,,,* Washer/Dryer * Smoke Free,,12 Months,,,,* Patio
[3101 Iron Forge Pl](https://www.apartments.com/3101-iron-forge-pl-boulder-co/v0elcld/),720-545-0756,"[3101 Iron Forge Pl, Boulder, CO 80301](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/3101+Iron+Forge+Pl,+Boulder,+CO+80301/data=!4m2!4m1!3e2)",,"1,258 Sq Ft","$2,590 ",,2590,Dogs and Cats Allowed,1.0 mi,4 mins,Covered,,* Dishwasher * Stainless Steel Appliances * Microwave * Oven,,* Washer/Dryer * Smoke Free * Storage Units,* Vaulted Ceiling * Walk-In Closets,12 Month,,,,* Patio
[1795 Keota Ln](https://www.apartments.com/1795-keota-ln-louisville-co/qer43wx/),,"[1795 Keota Ln, Louisville, CO 80027](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1795+Keota+Ln,+Louisville,+CO+80027/data=!4m2!4m1!3e2)",800 Sq Ft,,"$1,450 ",1450,,No Pets Allowed,9.2 mi,16 mins,Garage,,,,* Washer/Dryer * Air Conditioning * Smoke Free,* Basement,12 Month,,,,
[6334 E 137th Ave](https://www.apartments.com/6334-e-137th-ave-thornton-co/9nns3b4/),970-230-3173,"[6334 E 137th Ave, Thornton, CO 80602](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/6334+E+137th+Ave,+Thornton,+CO+80602/data=!4m2!4m1!3e2)",,,"$2,545 ",,,Dogs and Cats Allowed,25.45 mi,29 mins,Garage,,,,* Washer/Dryer * Smoke Free * Fireplace,,12 Months,,,,
[7774 E 137th Ave](https://www.apartments.com/7774-e-137th-ave-thornton-co/pgl8vcv/),720-642-6676,"[7774 E 137th Ave, Thornton, CO 80602](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/7774+E+137th+Ave,+Thornton,+CO+80602/data=!4m2!4m1!3e2)",,,"$3,150 ",,,Dogs Allowed,24.75 mi,28 mins,Garage,,* Kitchen * Oven,,* Washer/Dryer * Smoke Free * Fireplace,* Hardwood Floors * Basement * Walk-In Closets,12 Months,,,,* Patio
[5882 Orchard Creek Ln](https://www.apartments.com/5882-orchard-creek-ln-boulder-co/zzc8lnz/),,"[5882 Orchard Creek Ln, Boulder, CO 80301](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/5882+Orchard+Creek+Ln,+Boulder,+CO+80301/data=!4m2!4m1!3e2)",,,"$2,895 ",,,No Pets Allowed,4.95 mi,10 mins,,,* Dishwasher * Kitchen * Refrigerator,,* Smoke Free,,12 Months,,,,
[117 21st Ave](https://www.apartments.com/117-21st-ave-longmont-co/wbl0kvj/),,"[117 21st Ave, Longmont, CO 80501](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/117+21st+Ave,+Longmont,+CO+80501/data=!4m2!4m1!3e2)",,,"$1,495 ",,,Dogs and Cats Allowed,17.45 mi,30 mins,,,* Eat-in Kitchen * Kitchen * Oven * Refrigerator,,* Washer/Dryer,* Carpet,12 Months,,,,
[8060 Niwot Rd Unit 9](https://www.apartments.com/8060-niwot-rd-longmont-co-unit-9/sgg5jd7/),,"[8060 Niwot Rd, Longmont, CO 80503](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/8060+Niwot+Rd,+Longmont,+CO+80503/data=!4m2!4m1!3e2)",476 Sq Ft,,"$1,275 ",1275,,Cats Allowed,8.75 mi,15 mins,Surface Lot,,,,* Smoke Free,,12 Months,* Laundry Facilities,,,
[1235 Trout Creek Cir](https://www.apartments.com/1235-trout-creek-cir-longmont-co/4x2rvyh/),347-773-0190,"[1235 Trout Creek Cir, Longmont, CO 80504](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1235+Trout+Creek+Cir,+Longmont,+CO+80504/data=!4m2!4m1!3e2)",,,"$2,500 ",,,,18.15 mi,30 mins,Garage,,* Dishwasher * Granite Countertops * Eat-in Kitchen * Kitchen * Microwave * Refrigerator * Freezer,,* Washer/Dryer * Smoke Free * Fireplace,* Carpet * Basement * Vaulted Ceiling * Furnished,12 Months,,* Furnished,,
[13598 Via Varra Unit 401](https://www.apartments.com/13598-via-varra-broomfield-co-unit-401/k0qe1v9/),303-416-5697,"[13598 Via Varra, Broomfield, CO 80020](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/13598+Via+Varra,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",,"1,400 Sq Ft","$2,500 ",,2500,Dogs and Cats Allowed,10.5 mi,15 mins,Covered: $180,,,,* Washer/Dryer * Smoke Free * Wheelchair Accessible (Rooms),,Flexible,,,,
[13598 Via Varra Unit 103](https://www.apartments.com/13598-via-varra-broomfield-co-unit-103/x13c7wm/),720-307-7828,"[13598 Via Varra, Broomfield, CO 80020](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/13598+Via+Varra,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",,"1,219 Sq Ft","$2,200 ",,2200,Dogs and Cats Allowed,10.5 mi,15 mins,Covered,* Fitness Center * Pool,* Granite Countertops * Stainless Steel Appliances * Kitchen,,* Washer/Dryer * Fireplace * Wheelchair Accessible (Rooms),* Hardwood Floors * Walk-In Closets * Furnished,12 Months,,* Furnished,* Elevator * Business Center * Clubhouse,* Gated * Grill * Balcony
[4955 Moorhead Ave Unit 0](https://www.apartments.com/4955-moorhead-ave-boulder-co-unit-0/wqxmshl/),720-505-5801,"[4955 Moorhead Ave, Boulder, CO 80305](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/4955+Moorhead+Ave,+Boulder,+CO+80305/data=!4m2!4m1!3e2)",,800 Sq Ft,"$1,650 ",,1650,Dogs and Cats Allowed,3.1500000000000004 mi,7 mins,Surface Lot,,* Kitchen,,* Smoke Free,* Dining Room,12 Month,* Laundry Facilities,,,
[1190 Poplar Ave](https://www.apartments.com/1190-poplar-ave-boulder-co/d4lg6ph/),720-642-6497,"[1190 Poplar Ave, Boulder, CO 80304](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1190+Poplar+Ave,+Boulder,+CO+80304/data=!4m2!4m1!3e2)",,,"$2,250 ",,,Dogs and Cats Allowed,3.4 mi,10 mins,Garage,,,,* Washer/Dryer * Fireplace,* Carpet * Walk-In Closets,12 Months,,,,* Lawn
[13598 Via Varra Unit 223](https://www.apartments.com/13598-via-varra-broomfield-co-unit-223/jggmgg5/),720-388-6008,"[13598 Via Varra, Broomfield, CO 80020](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/13598+Via+Varra,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",924 Sq Ft,,"$1,600 ",1600,,No Pets Allowed,10.5 mi,15 mins,Garage,* Fitness Center * Spa * Pool,* Granite Countertops,,* Washer/Dryer * Smoke Free,* Hardwood Floors * Office,12 Months,,,* Clubhouse,* Gated
[9943 Lane St](https://www.apartments.com/9943-lane-st-thornton-co/9s70zf5/),720-316-3764,"[9943 Lane St, Thornton, CO 80260](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/9943+Lane+St,+Thornton,+CO+80260/data=!4m2!4m1!3e2)",,,"$1,795 ",,,,18.5 mi,27 mins,Garage,,,,* Washer/Dryer * Smoke Free,* Dining Room,12 Months,,,,* Patio
[938 Arapahoe Ave Unit 5](https://www.apartments.com/938-arapahoe-ave-boulder-co-unit-5/c3x07te/),720-370-5706,"[938 Arapahoe Ave, Boulder, CO 80302](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/938+Arapahoe+Ave,+Boulder,+CO+80302/data=!4m2!4m1!3e2)",,700 Sq Ft,"$1,600 ",,1600,Cats Allowed,1.6 mi,7 mins,Surface Lot,,* Dishwasher,,,* Hardwood Floors,12 Months,* Laundry Facilities,,,
[1719 Pearl St Unit D](https://www.apartments.com/1719-pearl-st-boulder-co-unit-d/sq2s3p7/),720-316-4531,"[1719 Pearl St, Boulder, CO 80302](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1719+Pearl+St,+Boulder,+CO+80302/data=!4m2!4m1!3e2)",,,"$2,175 ",,,Cats Allowed,1.0 mi,5 mins,Surface Lot,,,,,,12 Months,,,,* Patio
[3152 Folsom St](https://www.apartments.com/3152-folsom-st-boulder-co/9bh5yj7/),720-505-5810,"[3152 Folsom St, Boulder, CO 80304](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/3152+Folsom+St,+Boulder,+CO+80304/data=!4m2!4m1!3e2)",,950 Sq Ft,"$1,900 ",,1900,Dogs Allowed,1.4 mi,6 mins,Garage,,* Dishwasher * Kitchen * Refrigerator,,* Washer/Dryer Hookup * Smoke Free,* Carpet,12 Months,,,,* Patio
[1150 Poplar Ave](https://www.apartments.com/1150-poplar-ave-boulder-co/l5b8msd/),720-642-9026,"[1150 Poplar Ave, Boulder, CO 80304](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1150+Poplar+Ave,+Boulder,+CO+80304/data=!4m2!4m1!3e2)",,,"$2,250 ",,,Dogs and Cats Allowed,3.4 mi,10 mins,Garage,,,,* Washer/Dryer * Smoke Free,,12 Months,,,,
[2875 Shadow Creek Dr Unit 101](https://www.apartments.com/2875-shadow-creek-dr-boulder-co-unit-101/y3lp2qr/),844-283-7585,"[2875 Shadow Creek Dr, Boulder, CO 80303](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/2875+Shadow+Creek+Dr,+Boulder,+CO+80303/data=!4m2!4m1!3e2)",,"1,250 Sq Ft","$1,920 ",,1920,,0.8 mi,3 mins,Surface Lot,,* Granite Countertops * Kitchen,,* Washer/Dryer,,12 Months,,,,
[825 30th St](https://www.apartments.com/825-30th-st-boulder-co/sm5fl75/),844-733-2309,"[825 30th St, Boulder, CO 80303](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/825+30th+St,+Boulder,+CO+80303/data=!4m2!4m1!3e2)",,"1,200 Sq Ft","$1,800 ",,1800,Dogs and Cats Allowed,1.15 mi,4 mins,Other,,* Dishwasher * Kitchen * Microwave,,* Washer/Dryer * Fireplace,,12 Months,,,,
[4827 White Rock Cir Unit G](https://www.apartments.com/4827-white-rock-cir-boulder-co-unit-g/n0n42lp/),,"[4827 White Rock Cir, Boulder, CO 80301](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/4827+White+Rock+Cir,+Boulder,+CO+80301/data=!4m2!4m1!3e2)",,832 Sq Ft,"$1,700 ",,1700,No Pets Allowed,5.15 mi,11 mins,Street,* Pool * Tennis Court,,,* Washer/Dryer * Smoke Free,* Furnished,12 Months,,* Furnished,,
[5353 Quitman St](https://www.apartments.com/5353-quitman-st-denver-co/4jf7fwl/),,"[5353 Quitman St, Denver, CO 80212](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/5353+Quitman+St,+Denver,+CO+80212/data=!4m2!4m1!3e2)",,,"$2,550 ",,,No Pets Allowed,22.55 mi,30 mins,,,,,* Smoke Free,,12 Months,,,,
