Option Name,Contact,Address,Size_1Bedroom,Size_2Bedrooms,Rent,Rent_1Bedroom,Rent_2Bedrooms,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
[2785 Speer Blvd](https://www.apartments.com/2785-speer-blvd-denver-co/nc4x9rn/),720-961-6356,"[2785 N Speer Blvd, Denver, CO 80211](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/2785+N+Speer+Blvd,+Denver,+CO+80211/data=!4m2!4m1!3e2)",661 - 673 Sq Ft,"1,201 Sq Ft","$1,813 - 3,124",1813-2992,2583-3124,"Dogs Allowed: We welcome 2 pets per apartment home. There is a $200 pet deposit and $200 pet fee. Pet rent is $30. Breed restrictions do apply. Please contact the Leasing Office for additional information. 2785 Speer is a pet-friendly apartment community and provides a wonderful place for not only you to live, but also a wonderful place for your pet to live. Pets are known to better your physical health and mental well-being. They also ensure a more...  * $200 Deposit * $30 Monthly Pet Rent * $200 Fee * 2 Pet Limit * Pet Interview Required",1.4 mi,7 mins,"Garage First car free, 2nd car $150/mo. Tandem Spots $150/mo.",* Fitness Center * Pool * Bike Storage * Walking/Biking Trails * Gameroom,* Dishwasher * Disposal * Ice Maker * Granite Countertops * Pantry * Island Kitchen * Eat-in Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer * Breakfast Nook * Instant Hot Water,"* 9 and 10 Ft Ceilings * Bike Repair Room * Bocce Ball & Cornhole Court * Built-In Shelves in Select Units * Built-In Shelving in Select Units * Clubroom with Epicurean Kitchen & Billiards Table * Conference Room Facilities with Wi-Fi * Courtyard with Hammocks & Firepit * Double Vanity Sinks in Select Units * Downtown Denver Views in Select Units * Electric Vehicle Charging Stations * Floor to Ceiling Windows in Select Units * French Door Refrigerator with Dual Dispenser * Full-Sized Washer and Dryer * Kitchen Island or Breakfast Bar * Kitchen Pantry * LEED Silver Certification * Linen Closet in Select Units * Onsite Recycling * Onsite Retail including Fitwall and Sapor ... * Outdoor Kitchen & BBQ Area * Outdoor Lounge with Fireplace, Downtown Views ... * Oversized Garden Tubs * Pet Wash Station * Private Assigned Garage Parking * Private Balcony * Resort Style Pool with Sunshelf & Lap Pool * Smooth Surface Electric Stove * Stainless Appliances * Stand Alone Shower * Stand Alone Shower in Select Units * Under-Cabinet Lighting * Walk-In Closets * Wood-Style Flooring * Yoga Room & Spin Room with 24/7 Virtual Trainer",* High Speed Internet Access * Wi-Fi * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Satellite TV * Security System * Trash Compactor * Storage Units * Double Vanities * Tub/Shower * Handrails * Sprinkler System * Framed Mirrors * Wheelchair Accessible (Rooms),* Carpet * Vinyl Flooring * Dining Room * Office * Recreation Room * Den * Built-In Bookshelves * Views * Walk-In Closets * Linen Closet * Loft Layout * Double Pane Windows * Window Coverings,"3 months,6 months,7 months,9 months,12 months",* Wi-Fi at Pool and Clubhouse * Controlled Access * Security System * On-Site Retail * Recycling * Renters Insurance Program * Dry Cleaning Service * Online Services * Planned Social Activities * Pet Washing Station * Car Charging Station,* Built in 2014 * 332 Units/5 Stories * LEED Certified,* Business Center * Clubhouse * Lounge * Storage Space * Disposal Chutes * Conference Room,* Roof Terrace * Courtyard * Grill * Picnic Area * Balcony * Patio * Deck * Grill
[Cambrian Apartments](https://www.apartments.com/cambrian-apartments-aurora-co/3ygnm8e/),720-506-3160,"[15601 E Caspian Cir, Aurora, CO 80013](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/15601+E+Caspian+Cir,+Aurora,+CO+80013/data=!4m2!4m1!3e2)",610 Sq Ft,850 Sq Ft,"$1,150 - 2,190",1150-1430,1380-2190,Dogs and Cats Allowed * $250 Deposit * $35 Monthly Pet Rent * $300 Fee * 2 Pet Limit,18.8 mi,26 mins,Other Carports available,* Fitness Center * Pool * Playground,* Dishwasher * Disposal * Pantry * Oven * Range * Refrigerator,* Adjacent to Wheel Skate Park * Black Appliances * Brushed Nickel Fixtures * Built-In Pantry * Carport * Designated Dog Park * Friendly and Professional Staff * Granite-Like Countertops * Kitchen Pantry * Mature Landscaping * New Cabinetry * On Bus Line * Patio or Balcony * Self Cleaning Oven * Stackable Washer & Dryer * Two-Toned Paint Scheme * Walk-in Closets with Pre-Organized Shelving * Wood Burning Fireplace*,* Washer/Dryer * Washer/Dryer Hookup * Air Conditioning * Heating * Ceiling Fans * Tub/Shower,* Walk-In Closets,None,* Laundry Facilities,* Built in 1983 * 383 Units/3 Stories,,
[Whisper Creek](https://www.apartments.com/whisper-creek-lakewood-co/mhj0wzj/),855-282-2972,"[3505 S Nelson Cir, Lakewood, CO 80235](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/3505+S+Nelson+Cir,+Lakewood,+CO+80235/data=!4m2!4m1!3e2)",701 Sq Ft,"1,024 Sq Ft","$1,386 - 2,208",1386-1556,1713-1935,Dogs and Cats Allowed: We welcome 2 pets per apartment home. Please call our leasing office for complete pet policy information.  * $400 Deposit * $50 Monthly Pet Rent * $200 Fee * 2 Pet Limit,14.3 mi,24 mins,Covered,* Fitness Center * Spa * Pool * Playground * Walking/Biking Trails,* Dishwasher * Disposal * Ice Maker * Stainless Steel Appliances * Kitchen * Microwave * Oven * Refrigerator * Freezer * Instant Hot Water,"* 24-HOUR FITNESS CENTER * Barbecue Grill & Picnic Area * Covered Parking Available * Fireside Lounge * Garage Parking Available * HIGH-SPEED WIFI IN SOCIAL SPACES * LODGE-LIKE CLUBHOUSE WITH FIREPLACE * On-Site Management * Outdoor Swimming Pool & Spa * PACKAGE ACCEPTANCE SERVICES * Pet-Friendly Community * PETS WELCOME! BREED RESTRICTIONS APPLY * POOL W/LARGE SUN DECK & HOT TUB * PRIVATE PATIO OR BALCONY * Professionally Landscaped * Stainless Steel Appliances, Plank-Style ... * Walking Trails * WARM NEUTRAL PAINT SCHEME * Wireless Internet Access in Common Areas",* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Smoke Free * Tub/Shower * Fireplace,* Carpet * Crown Molding * Views * Walk-In Closets * Window Coverings,"1 month,2 months,3 months,6 months,7 months,9 months,12 months,13 months",* Package Service * Wi-Fi at Pool and Clubhouse * Maintenance on site * Property Manager on Site * Renters Insurance Program * Online Services * Planned Social Activities,* Built in 2002 * 272 Units/3 Stories,* Business Center * Clubhouse * Lounge * Multi Use Room * Storage Space * Conference Room,* Sundeck * Balcony * Grill
[The Dakota at Governor's Ranch](https://www.apartments.com/the-dakota-at-governors-ranch-littleton-co/qb11jzz/),866-968-2025,"[9097 W Cross Dr, Littleton, CO 80123](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/9097+W+Cross+Dr,+Littleton,+CO+80123/data=!4m2!4m1!3e2)",705 - 796 Sq Ft,"952 - 1,049 Sq Ft","$1,200 - 1,739",1200-1643,1406-1739,Dogs and Cats Allowed: This community accepts up to two (2) pets per apartment. A $200 pet deposit (refundable); $200 non-refundable pet fee per pet and $25 pet rent per pet per month.  * 2 Pet Limit,16.05 mi,28 mins,Surface Lot 1 space.,* Fitness Center * Spa * Pool,* Dishwasher * Disposal,"* 24hr. Emergency maintenance * Air conditioning - central air * Balcony/Patio * Ceiling Fan(s) * ceiling fans * Central air-conditioning * Community Activities * Community BBQ grills * Courtyard * Covered Parking Available * Disposal * Electric Stove * Fitness Center * Free Weights * Garbage Disposal * On-Site Car Wash * Outdoor Hot Tub * Oversized Closets * Package Acceptance * Pet Friendly * Pet Park * Private Entries * Private entry * Private Patio * Refrigerator * Refrigerator-Standard * Swimming Pool * Trail, Bike, Hike, Jog * Walk to Bus Line * Walk-In Closets * Washer and Dryer in Home * Wireless Internet Access * Yoga Room",* High Speed Internet Access * Ceiling Fans,* Walk-In Closets,"3 months,6 months,7 months,9 months,12 months,13 months",* Maintenance on site,* Built in 1996 * 246 Units/2 Stories,* Business Center * Clubhouse,* Courtyard
[Hunter's Run](https://www.apartments.com/hunters-run-denver-co/36dl9ge/),720-549-7483,"[7777 E Yale Ave, Denver, CO 80231](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/7777+E+Yale+Ave,+Denver,+CO+80231/data=!4m2!4m1!3e2)",660 Sq Ft,850 Sq Ft,"$1,065 - 1,700",1065-1345,1285-1655,Cats Allowed: No Pet Rent  * $250 Fee * 20 lb Weight Limit * 2 Pet Limit,11.1 mi,19 mins,Surface Lot Parking Available,* Fitness Center * Spa * Pool,* Dishwasher * Disposal * Granite Countertops * Kitchen * Microwave * Range * Refrigerator,"* 1, 2, & 3 Bedroom Apartments For Rent * 10 Floorplans * 3 Outdoor heated pools, 2 jacuzzi's * 5 minutes to DTC, 15 to Downtown * 5 minutes to multiple Light Rail Stations * Accent Wall Colors avaliable * All Major Kitchen Appliances included * Cherry Creek School District * Easy walking access to the Cherry Creek Highline Canal Biking/Hiking Trail * Expansive Closet space * Oversized Soaking Tubs (select units) * Patio/balcony and Central A/C and Heat * Walking Distance to Bible Park * Water, sewer and trash services included",* Washer/Dryer * Air Conditioning * Heating * Cable Ready * Storage Units * Tub/Shower * Fireplace * Wheelchair Accessible (Rooms),* Carpet * Tile Floors * Vinyl Flooring * Dining Room * Vaulted Ceiling * Views * Walk-In Closets * Window Coverings,"6, 9 OR 12",* Package Service * Laundry Facilities * Maintenance on site * Property Manager on Site * Public Transportation,* Built in 1989 * 674 Units/3 Stories,* Clubhouse,* Sundeck * Courtyard * Balcony
[The Vintage at Hyland Hills](https://www.apartments.com/the-vintage-at-hyland-hills-westminster-co/ejw60sn/),844-205-6302,"[4901 W 93rd Ave, Westminster, CO 80031](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/4901+W+93rd+Ave,+Westminster,+CO+80031/data=!4m2!4m1!3e2)",915 Sq Ft,950 Sq Ft,"$1,314 - 4,557",1409-3761,1314-4557,Dogs and Cats Allowed * $250 Deposit * $30 Monthly Pet Rent * $250 Fee * 2 Pet Limit,10.95 mi,16 mins,Surface Lot,* Fitness Center * Spa * Pool,,* 15 Minutes from Denver and Boulder * 9FT and Vaulted Ceilings * BBQ/Picnic Area * Breathtaking Mountain and Golf Course Views * Cable Ready * Carpeting * Ceiling Fan * Central Air Conditioner * Complete Kitchen Appliance Package * Extra Storage * Free Weights * Gas Fireplaces - In Select Homes * Golf course view * Golf course views * Hardwood Style Laminate Flooring * Large Patios/Balconies * LuxerOne Package System * Minutes from Interlocken and Flatirons Crossing * Mountain View * mountain views * Off Street Parking * On-Site Dog Park * Package Receiving * Package Room * pass-through fireplace * Pool View * Private Storage Available * Recycling * Refrigerator * Spacious Floor Plans * Spacious Walk In Closets * W/D Hookup * Washer/Dryer (Select Homes) * Window Coverings,* High Speed Internet Access * Cable Ready,* Built-In Bookshelves * Window Coverings,None,* Package Service * Maintenance on site * Property Manager on Site * Guest Apartment,* Built in 1994 * 472 Units/3 Stories,* Business Center * Clubhouse,
[Camden Belleview Station](https://www.apartments.com/camden-belleview-station-denver-co/9fbfj67/),844-370-2528,"[6515 E Union Ave, Denver, CO 80237](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/6515+E+Union+Ave,+Denver,+CO+80237/data=!4m2!4m1!3e2)",686 Sq Ft,"1,262 Sq Ft","$1,399 - 2,029",1449-1979,1629-2029,"Dogs and Cats Allowed: We welcome your cats and dogs, up to three pets per apartment, with no weight limit. *Breed restrictions apply. We do not permit American Pit Bull Terrier, American Staffordshire Terrier, Staffordshire Terrier, Staffordshire Bull Terrier, any mix of previous breeds, or any other dog or breed deemed aggressive. See management for pet approval and deposit and fee information.  * $35 Monthly Pet Rent * $400 Fee * 3 Pet Limit",13.85 mi,21 mins,Surface Lot 2 spaces; Assigned Parking.,* Fitness Center * Pool,* Dishwasher,"* 9- to 11-foot ceilings * Bicycle storage area * Black & stainless steel GE appliances * Clubroom with wet bar and kitchen * Crown molding * Cyber cafe * Direct access parking garage * Electric fireplaces with wood mantels (select ... * Electric ranges & built-in microwaves * Garden tub * Generous pantries with adjustable shelves ... * Granite countertops * Kitchen island * Lounge with plasma TV and DVD * Mirrored wardrobe closet doors * Online Maintenance Requests * Online Rent Payments * Open air cabanas * Outdoor fireside lounge * Oversized, insulated windows * Parking * Pet-friendly * Picnic area with BBQ grills * Recycling program * Refrigerator with icemaker * Spacious walk in closet in master bedroom * State of the art fitness center with TV * Swimming pool with spa and Wi-Fi access * Track lighting in dining areas * Walk to Belleview light rail station * Washer & dryer * Wood-style flooring",* High Speed Internet Access * Washer/Dryer * Air Conditioning * Ceiling Fans,,"6 months,7 months,9 months,12 months,13 months",,* Built in 2009 * 270 Units/5 Stories,* Elevator,
[Parliament Apartments](https://www.apartments.com/parliament-apartments-denver-co/e51k42p/),720-545-1326,"[4363 S Quebec St, Denver, CO 80237](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/4363+S+Quebec+St,+Denver,+CO+80237/data=!4m2!4m1!3e2)",489 Sq Ft,896 Sq Ft,"$1,185 - 2,125",1185-2040,1625-2125,Dogs and Cats Allowed * $250 Deposit * $35 Monthly Pet Rent * $200 Fee * 2 Pet Limit,13.649999999999999 mi,20 mins,Covered: $45 Assigned Parking.,* Fitness Center * Spa,* Dishwasher * Disposal * Granite Countertops * Stainless Steel Appliances,* Additional Storage Available * Built-In Bookshelves* * Ceiling Fans * Central Air Conditioning * Fireplace* * Gourmet Kitchens * Granite Countertops * Great DTC Location * Hardwood Floors * Mid-Rise Community * New Cherry Cabinetry * Newly Finished Cabinetry * Newly Renovated Apartments!! * Private Patios/Balconies * Spacious Floor Plans * Spacious Walk-In Closets * Stainless Steel Appliances * Washer/Dryer in Every Unit,* High Speed Internet Access * Washer/Dryer,* Hardwood Floors * Built-In Bookshelves,None,* Maintenance on site * Property Manager on Site,* Built in 1986 * 414 Units/3 Stories,* Elevator * Business Center * Clubhouse,* Gated * Sundeck
[Via Apartments](https://www.apartments.com/via-apartments-denver-co/gd8py1y/),866-719-2671,"[828 Broadway St, Denver, CO 80203](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/828+Broadway+St,+Denver,+CO+80203/data=!4m2!4m1!3e2)",719 Sq Ft,999 Sq Ft,"$1,464 - 4,719",1638-4719,,Dogs and Cats Allowed * $200 Deposit * $25 Monthly Pet Rent * $300 - 600 Fee * 2 Pet Limit,2.1 mi,10 mins,Street 1 space.,* Fitness Center * Pool * Walking/Biking Trails,* Dishwasher * Disposal * Ice Maker * Stainless Steel Appliances * Pantry * Island Kitchen * Eat-in Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,"* 100% Smoke-Free Community * 9' Ceilings * 9' to 11' Ceilings * Complimentary Bike Storage * Deep Farmhouse Style Kitchen Sink * Dog Wash * Energy Star Stainless Steel Appliance Package * Frame-less Shower Door * Hardwood Style Flooring and Modern Carpet * High-End Cabinetry in Two Designer Finishes * In-Home Washer and Dryer Included * Kitchen Island with Storage * Modern Framed Mirror above the Vanity * Online Payments Available * Online Services and Bill Pay * Oversized Windows with Solar Shades * Poolside Fire-Pit * Porcelain Tile Bathroom Floors * Private Patio, Balcony, or Juliet Style Balcony * Propane Grilling Stations * Rooftop Dog Run * Spacious Studio, One, and Two Bedroom Floor Plans * Stylish Two-Tone Paint Palette * Track and Pendant Lighting * USB Charging Stations and Desirable Cat-6 Wiring",* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Smoke Free * Cable Ready * Satellite TV * Tub/Shower * Handrails * Sprinkler System * Framed Mirrors * Wheelchair Accessible (Rooms),* Carpet * Tile Floors * Dining Room * Views * Walk-In Closets * Linen Closet * Double Pane Windows * Window Coverings,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18",* Package Service * Controlled Access * Property Manager on Site * On-Site Retail * Recycling * Renters Insurance Program * Dry Cleaning Service * Online Services * Planned Social Activities,* Built in 2016 * 200 Units/7 Stories,* Elevator * Lounge * Disposal Chutes,* Gated * Balcony * Patio
[Mint Town Center](https://www.apartments.com/mint-town-center-denver-co/6tqsctt/),844-727-5520,"[7575 E 29th Pl, Denver, CO 80238](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/7575+E+29th+Pl,+Denver,+CO+80238/data=!4m2!4m1!3e2)",578 Sq Ft,"1,157 Sq Ft","$1,360 - 3,421",1360-1985,1831-2566,Dogs and Cats Allowed: We're pet-friendly and welcome two pets per home with a one-time non-refundable $250 pet fee and $300 refundable pet deposit per pet. Pet rent is $40/mo. per pet. No weight limits. Breed restrictions apply. Please contact our leasing office for complete pet policy details.  * $300 Deposit * $40 Monthly Pet Rent * $250 Fee * 2 Pet Limit,8.7 mi,17 mins,Garage: $70 Assigned Parking. Access-controlled garage parking available. Please call our leasing office for complete parking information.,* Fitness Center,,"* 15 min. to downtown Denver and 25 min. to ... * 24-Hour Emergency Maintenance Service * A Line Station Close By * Bike Storage and Work Room * Ceaserstone Quartz Kitchen Countertop with ... * Close to E. 29th Ave. Town Center * Close to RTD Central Park Station and ... * Clubroom with Gaming, Lounge & More * Clubroom with Sports Lounge, Communal Bar and ... * Clubroom with Sports Lounge, Communal Bar and Catering Kitchen * Concerts, movies and theater on The Green * Flexible floor plans with home office/guest ... * Front loading washer and dryer in every home * Gorgeous baths with white ceramic tiling, ... * In-Suite Bosch Stackable Washer/Dryer * Landscaped Urban Green Space * Large rooftop deck, with grilling and dining areas * Local farmer's market and events * Lofty 9 - 12 Ceilings * Memberships available to Stapleton's six pools ... * Moments to E 29th Ave. Town Center shopping, ... * Olympic Outdoor Pool & Hot Tub * Olympic Outdoor Pool with Expansive Sundeck * On-Site Pet Spa * Outdoor Fire Pit with Seating Area * Outdoor Grilling Area * Pet-friendly living with onsite pet spa ... * Private Garages Available * Rooftop Deck with Grilling & Dining * Rooftop Terrace with Unobstructed Mountain Views * Sleek Under-Cabinet Kitchen Lighting * Spa Garden * Spa with Sauna, Yoga Deck & More * Spa, featuring steam room, dry sauna, yoga ... * Spacious walk-in closets with built-in organizers * Stainless steel Whirlpool appliances * Surrounded by 38+ miles of trains and 50+ ... * Sustainable Wide Plank Flooring Throughout ... * Sustainable wood flooring throughout * Two stylish kitchen finishes, both with quartz ... * Wellness Center and Spa with Relaxation Lounge * Whirlpool Stainless Steel Appliances with Gas ...",* High Speed Internet Access,* Walk-In Closets,"12 months,13 months",* Health Club Discount * Pet Care,* Built in 2017 * 399 Units/5 Stories,,* Patio
